number;condition;start;end
0;z;0:29;0
1;x
2;a
3;e
4;e
5;e
6;x
7;e
8;x
9;e
10;e
11;c
12;x
13;e
14;x
15;x
16;e
17;e
18;x
19;x
20;d
21;c
22;e
23;x
24;x
25;a
26;x
27;x
